,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
142,56:46.0,@Daj5mg who would you take in OAD this week,1,neutral,daniel berger,positive,neutral,0.0,0.0,1.0,0.0
143,56:46.0,@Daj5mg who would you take in OAD this week,1,neutral,billy horschel,positive,neutral,0.0,0.0,1.0,0.0
144,26:08.9,@Daj5mg So who are the GPP punt plays.,1,neutral,keegan bradley,positive,positive,0.222,0.0,0.778,0.25
145,26:08.9,@Daj5mg So who are the GPP punt plays.,1,neutral,scott stallings,positive,positive,0.222,0.0,0.778,0.25
146,26:08.9,@Daj5mg So who are the GPP punt plays.,1,neutral,will wilcox,positive,positive,0.222,0.0,0.778,0.25
147,52:55.7,Great laying opportunity on Betfair for McIlroy at 5.6. Stan James going 5/1 which is still a bit short #WellsFargoChamp,1,positive,rory mcilroy,positive,positive,0.289,0.0,0.711,0.7845
148,54:27.3,"Obviously a step up in class but Lovemark at 66/1 seems generous. 2nd in P4 Efficiency 450-500. 4th P5 Scoring. Mega long, solid short game.",1,positive,jamie lovemark,positive,positive,0.314,0.0,0.686,0.8625
149,55:47.9,He's got a winning chance obviously but McIlroy is a baaaad price this week #WellsFargoChamp,1,positive,rory mcilroy,positive,positive,0.252,0.0,0.748,0.4019
150,59:02.4,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",1,neutral,ryan moore,positive,positive,0.329,0.077,0.594,0.802
151,59:02.4,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",1,positive,phil mickelson,positive,positive,0.329,0.077,0.594,0.802
152,59:02.4,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",1,positive,rory mcilroy,positive,positive,0.329,0.077,0.594,0.802
153,59:02.4,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",111,neutral,branden grace,negative,positive,0.329,0.077,0.594,0.802
154,59:02.4,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",1,positive,rickie fowler,positive,positive,0.329,0.077,0.594,0.802
155,04:50.5,McIlroy played Quail Hollow’s 16 par fives this week in 13-under-par in 2015.,11,positive,rory mcilroy,neutral,positive,0.167,0.0,0.833,0.34
156,49:16.1,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",1,neutral,rory mcilroy,positive,positive,0.279,0.0,0.721,0.7003
157,49:16.1,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",1,positive,kevin chappell,positive,positive,0.279,0.0,0.721,0.7003
158,49:16.1,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",1,neutral,hideki matsuyama,positive,positive,0.279,0.0,0.721,0.7003
159,31:24.8,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,1,neutral,hideki matsuyama,positive,positive,0.167,0.0,0.833,0.5859
160,31:24.8,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,1,positive,kevin chappell,positive,positive,0.167,0.0,0.833,0.5859
161,31:24.8,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,1,neutral,rory mcilroy,positive,positive,0.167,0.0,0.833,0.5859
162,35:19.0,Going with @PRodgersGolf at 84/1 in the #WellsFargoChamp. Rodgers has the power for Quail Hollow where he was second on debut last year,1,neutral,patrick rodgers,positive,negative,0.0,0.137,0.863,-0.5423
163,16:58.4,Gone with @dlingmerth at 100/1 in the @THEPLAYERSChamp. Has form at Pete Dye courses and was second on his debut at Sawgrass in 2013,1,positive,david lingmerth,positive,neutral,0.0,0.0,1.0,0.0
164,45:43.8,Backed @Chris_Kirk_ at 100/1 in the #PlayersChamp. Kirk is running back into form again and has improving record at Sawgrass. 13th last year,1,positive,chris kirk,positive,positive,0.157,0.0,0.843,0.4404
165,58:53.5,Jason Day shot 81 in the 2nd round here last year. Ouch.,111,neutral,jason day,negative,neutral,0.0,0.0,1.0,0.0
166,35:41.9,Player with the most top-10s on Pete Dye-designed courses on #PGATour over last 10 years: @LukeDonald with 11.,1,positive,luke donald,positive,neutral,0.0,0.0,1.0,0.0
167,43:06.2,"Is this one of the few weeks of the year, considering Spieth's play and his MC last year, that he could be a savory ""buy low"" pick?",1,positive,jordan spieth,positive,positive,0.228,0.065,0.708,0.743
168,21:56.1,"Since 2003, Marc Leishman is the GIR leader at the 17th hole, 20 attempts (min 8 attempts)",11,neutral,marc leishman,neutral,neutral,0.0,0.0,1.0,0.0
169,22:54.6,Sergio has the longest consecutive cut streak at The Players - 12,1,positive,sergio garcia,positive,negative,0.0,0.174,0.826,-0.2732
170,28:18.1,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,1,positive,zach johnson,positive,positive,0.205,0.0,0.795,0.5994
171,28:18.1,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,1,positive,russell knox,positive,positive,0.205,0.0,0.795,0.5994
172,28:18.1,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,1,positive,branden grace,positive,positive,0.205,0.0,0.795,0.5994
173,29:40.1,@gfienberg17 Matthew Fitzpatrick at 151-1 caught my eye.,1,positive,matthew fitzpatrick,positive,neutral,0.0,0.0,1.0,0.0
174,01:53.5,DJ and Bubba have made a combined 15 starts at The Players - their best finish is T34.,111,negative,dustin johnson,negative,positive,0.219,0.0,0.781,0.6369
175,01:53.5,DJ and Bubba have made a combined 15 starts at The Players - their best finish is T34.,111,negative,bubba watson,negative,positive,0.219,0.0,0.781,0.6369
176,13:58.5,"Russell Knox 100/1 - 25th or better in Driving Acc, Scrambling, P4 Scoring, Proximity &amp; Bogey Avoidance. T2 last time out at Harbour Town.",1,positive,russell knox,positive,negative,0.1,0.213,0.687,-0.5106
177,36:15.6,Amazed to see Donald at 140 for #PlayersChamp . Specialist in Dye courses. Should be nearer 95,1,positive,luke donald,positive,positive,0.176,0.0,0.824,0.4939
178,28:25.8,The Players is the only PGA Tour event Dustin Johnson has played more than 4 times &amp; never recorded a top-25 finish.,111,neutral,dustin johnson,negative,positive,0.112,0.0,0.888,0.34
179,42:34.1,"No truer test to see if Spieth really ""laughs Augusta off"" than to see him on 17 tee with a 1 shot lead Sunday afternoon. #PLAYERS",11,neutral,jordan spieth,neutral,positive,0.205,0.075,0.719,0.5849
180,54:11.4,Backed @BillyHo_Golf at 66/1 in the #PlayersChampionship. Horschel is rounding into form nicely and has progressive form at Sawgrass,1,neutral,billy horschel,positive,positive,0.19,0.0,0.81,0.4588
181,01:17.7,"@gfienberg17 Do you like Sergio as OAD play? Rory, Speith, are others I can take but fig can use elsewhere",11,neutral,jordan spieth,neutral,positive,0.169,0.0,0.831,0.3506
182,12:22.4,No defending champion at @TPCSawgrass has ever finished better than tied for 5th. #THEPlayers #LiveFrom,11,neutral,rickie fowler,neutral,positive,0.314,0.106,0.58,0.6486
183,47:22.5,McIlroy is looking ok at 9.8. Solid course form and good Sunday showing showed his wellbeing,1,negative,rory mcilroy,positive,positive,0.34,0.0,0.66,0.6908
184,56:13.2,".@TheSergioGarcia has 16 rounds in the 60s at @THEPLAYERSChamp over the last 10 years, 5 more than any other player.",1,positive,sergio garcia,positive,neutral,0.0,0.0,1.0,0.0
185,08:52.3,Who are your 2 fav sub $7K DK plays this week for THE PLAYERS? Me: Grillo &amp; Hearn,1,positive,emiliano grillo,positive,positive,0.25,0.0,0.75,0.6124
186,08:52.3,Who are your 2 fav sub $7K DK plays this week for THE PLAYERS? Me: Grillo &amp; Hearn,1,neutral,david hearn,positive,positive,0.25,0.0,0.75,0.6124
187,14:44.6,Value play of the week: Francesco Molinari hell he might even win this week,1,positive,edoardo molinari,positive,positive,0.389,0.158,0.452,0.6249
188,43:41.5,Field note: Webb Simpson withdrew from The Players Championship on Wednesday.,111,neutral,webb simpson,negative,positive,0.225,0.0,0.775,0.4404
189,47:07.0,"Since @THEPLAYERSChamp moved to May in 2007, no reigning Masters champ has finished better than T14 (Cabrera in 2009).",111,neutral,danny willett,negative,positive,0.248,0.091,0.661,0.5859
190,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,aaron baddeley,neutral,positive,0.147,0.0,0.853,0.4767
191,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,lucas glover,neutral,positive,0.147,0.0,0.853,0.4767
192,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,webb simpson,neutral,positive,0.147,0.0,0.853,0.4767
193,39:51.1,"Matt Fitzpatrick has dropped caddie Tom Ridley, and gone back to his old one Lorne Duncan. (via @GolfBetting12 &amp; @BleedTourMore)",11,neutral,matthew fitzpatrick,neutral,neutral,0.0,0.0,1.0,0.0
194,42:12.2,.@McIlroyRory is 36-under on the back nine at @TPCSawgrass over the last 3 @THEPLAYERSChamp - 20 shots better than anyone else in that span.,1,neutral,rory mcilroy,positive,positive,0.121,0.0,0.879,0.4404
195,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,david lingmerth,positive,neutral,0.0,0.0,1.0,0.0
196,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,russell henley,positive,neutral,0.0,0.0,1.0,0.0
197,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,billy horschel,positive,neutral,0.0,0.0,1.0,0.0
198,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,zach johnson,positive,neutral,0.0,0.0,1.0,0.0
199,04:42.8,"Despite a MC &amp; T41 finish in his last two events, Paul Casey's Recent Adj. Round (68.8) and Long-Term Adj. Round (69.1) scores are similar.",1,negative,paul casey,positive,neutral,0.0,0.0,1.0,0.0
200,07:40.2,"Daniel Berger ($8,000) has the sixth-lowest Recent Adjusted Round Score (67.8) and eighth-highest Recent GIR% (68.8%) in The Players field.",1,neutral,daniel berger,positive,neutral,0.0,0.0,1.0,0.0
201,24:38.0,@gfienberg17 40-1! How can you not bet!,1,neutral,bubba watson,positive,neutral,0.0,0.0,1.0,0.0
202,26:03.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,russell knox,neutral,positive,0.227,0.0,0.773,0.6124
203,27:00.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,smylie kaufman,neutral,positive,0.227,0.0,0.773,0.6124
204,27:00.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,chris kirk,neutral,positive,0.227,0.0,0.773,0.6124
205,29:11.6,@ThePME @gfienberg17 why are we so off Koepka this week?,111,neutral,brooks koepka,negative,neutral,0.0,0.0,1.0,0.0
206,30:44.8,Horschel at 65 is a tidy price #PlayersChamp,1,neutral,billy horschel,positive,neutral,0.0,0.0,1.0,0.0
207,06:37.0,Couldn't resist a few pounds on @Ben_Martin87 at 439/1 in #PlayersChampionship. Encouraging record in Florida including fourth on debut here,1,neutral,ben martin,positive,positive,0.159,0.0,0.841,0.5267
208,48:00.2,Matsuyama switched putters mid-tournament. Used new center-shafted putter with oversized grip on Thurs-Fri. Standard Anser-style today.,11,neutral,hideki matsuyama,neutral,neutral,0.0,0.0,1.0,0.0
209,03:21.2,@HitTheHighDraw I will take the premium with the money I will save by not rostering Keegan.,111,negative,keegan bradley,negative,positive,0.198,0.0,0.802,0.4939
210,33:43.7,Next field ▲ at the @attbyronnelson OUT @Michael__Putnam IN Frank Lickliter II (alternate),111,negative,michael putnam,negative,neutral,0.0,0.0,1.0,0.0
211,33:43.7,Next field ▲ at the @attbyronnelson OUT @Michael__Putnam IN Frank Lickliter II (alternate),11,neutral,frank lickliter,neutral,neutral,0.0,0.0,1.0,0.0
212,14:11.3,Betting Koepka (22-25) and Rodgers (100-115) this week.,1,neutral,patrick rodgers,positive,positive,0.375,0.0,0.625,0.6369
213,14:11.3,Betting Koepka (22-25) and Rodgers (100-115) this week.,1,positive,brooks koepka,positive,positive,0.375,0.0,0.625,0.6369
214,54:26.2,AT&amp;T Byron Nelson - Martin Flores 300/1. Yes please,1,neutral,martin flores,positive,positive,0.455,0.0,0.545,0.6124
215,15:51.6,I see it's gonna be a Keegan Bradley in cash games type of week. Scary but gotta stick to my #TeamCourseHistory roots.,1,negative,keegan bradley,positive,negative,0.0,0.106,0.894,-0.3071
216,12:17.4,the last time brendon todd shot better than 70 was the second round of the NTO... he's played nine events since then,111,neutral,brendon todd,negative,positive,0.209,0.0,0.791,0.6486
217,18:07.7,"@futureoffantasy @FantasyGolfMan As a the VP of the Chez fan club, I would advise you not to based on my research. - David",111,neutral,chez reavie,negative,positive,0.108,0.0,0.892,0.3182
218,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,lance lopez,neutral,negative,0.0,0.156,0.844,-0.5423
219,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,conrad shindler,neutral,negative,0.0,0.156,0.844,-0.5423
220,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,jack newman,neutral,negative,0.0,0.156,0.844,-0.5423
221,33:57.6,@FantasyGolfMan this is the first week he's popped for me but it's not encouraging that the Chez board members both say no. 😔,11,neutral,chez reavie,neutral,negative,0.05,0.224,0.726,-0.7196
222,35:56.5,@DailySportsGeek @The_WinningEdge I'll be playing 100% of him. This is basically his home course. Good current form and course history.,1,neutral,danny lee,positive,positive,0.207,0.0,0.793,0.5719
223,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,positive,brooks koepka,positive,positive,0.168,0.124,0.708,0.3049
224,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,danny lee,positive,positive,0.168,0.124,0.708,0.3049
225,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,martin flores,positive,positive,0.168,0.124,0.708,0.3049
226,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,ryan palmer,positive,positive,0.168,0.124,0.708,0.3049
227,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,scott piercy,positive,positive,0.168,0.124,0.708,0.3049
228,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,positive,andrew loupe,positive,positive,0.168,0.124,0.708,0.3049
229,07:51.2,"@Packfan990 lol don't worry, people will flock to Finau at $8,100 and Keegan at $7,900.",1,neutral,tony finau,positive,positive,0.303,0.0,0.697,0.6858
230,07:51.2,"@Packfan990 lol don't worry, people will flock to Finau at $8,100 and Keegan at $7,900.",1,neutral,keegan bradley,positive,positive,0.303,0.0,0.697,0.6858
231,28:34.5,Field ▲ at @attbyronnelson: OUT Miguel Angel Carballo (@John_Rollins also WD as an ALT to play @BMWCharityProAm) IN @GregChalmersPGA (ALT),11,neutral,greg chalmers,neutral,positive,0.287,0.0,0.713,0.7804
232,28:34.5,Field ▲ at @attbyronnelson: OUT Miguel Angel Carballo (@John_Rollins also WD as an ALT to play @BMWCharityProAm) IN @GregChalmersPGA (ALT),111,neutral,miguel angel,negative,positive,0.287,0.0,0.713,0.7804
233,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,jerry kelly,positive,positive,0.346,0.0,0.654,0.7476
234,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,jon curran,positive,positive,0.346,0.0,0.654,0.7476
235,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,martin flores,positive,positive,0.346,0.0,0.654,0.7476
236,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,brice garnett,positive,positive,0.346,0.0,0.654,0.7476
237,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,j.j. henry,positive,positive,0.346,0.0,0.654,0.7476
238,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,luke list,positive,positive,0.346,0.0,0.654,0.7476
239,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,chad campbell,positive,positive,0.346,0.0,0.654,0.7476
