,created_on,message,player,sentiment_12h_database
175,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,brice garnett,neutral
176,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,ricky barnes,neutral
177,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,aaron baddeley,positive
178,2016-04-19 18:23:14.536,Happy Aaron Baddeley in cash games week!,chez reavie,neutral
179,2016-04-19 18:23:14.536,Happy Aaron Baddeley in cash games week!,aaron baddeley,positive
180,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,kevin chappell,neutral
181,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,andrew loupe,neutral
182,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,bryce molder,neutral
183,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,kyle reifers,neutral
184,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,troy merritt,neutral
185,2016-04-20 02:04:20.875,Betting Koepka (22-25) and Rodgers (100-115) this week.,patrick rodgers,positive
186,2016-04-20 02:04:20.875,Betting Koepka (22-25) and Rodgers (100-115) this week.,brooks koepka,positive
187,2016-04-20 02:06:48.125,"Valero Texas Open field changes ... Out - R Allenby, R Goosen, C Knost In - G Chalmers, T Purdy, S Flesch",robert allenby,neutral
188,2016-04-20 02:06:48.125,"Valero Texas Open field changes ... Out - R Allenby, R Goosen, C Knost In - G Chalmers, T Purdy, S Flesch",colt knost,neutral
189,2016-04-20 02:06:48.125,"Valero Texas Open field changes ... Out - R Allenby, R Goosen, C Knost In - G Chalmers, T Purdy, S Flesch",retief goosen,neutral
190,2016-04-25 22:53:04.978,Won't have time for as much content this week for PGA but obv betting ohair at 100-1 since I just did at 67-1 two weeks ago on dye course,sean o'hair,neutral
191,2016-04-26 00:58:48.092,Gone with @pkizzire at 64/1 in the @Zurich_Classic. Kizzire has been one of the best putters this season and is threatening a maiden win,patton kizzire,neutral
192,2016-04-26 01:05:45.759,Backed @SmylieKaufman10 at 41/1 in the @Zurich_Classic. Really impressive debut at the Masters and low scoring week should suit Kaufman,smylie kaufman,positive
193,2016-04-26 01:12:18.209,Here's my preview of the Zurich Classic of New Orleans - https://t.co/6FAHNRDfIl,kyle reifers,positive
194,2016-04-26 01:12:18.209,Here's my preview of the Zurich Classic of New Orleans - https://t.co/6FAHNRDfIl,jamie lovemark,neutral
195,2016-04-26 01:12:18.209,Here's my preview of the Zurich Classic of New Orleans - https://t.co/6FAHNRDfIl,luke list,positive
196,2016-04-26 01:12:18.209,Here's my preview of the Zurich Classic of New Orleans - https://t.co/6FAHNRDfIl,smylie kaufman,positive
197,2016-04-26 01:12:18.209,Here's my preview of the Zurich Classic of New Orleans - https://t.co/6FAHNRDfIl,morgan hoffmann,positive
198,2016-04-26 01:47:47.780,Lo and behold... Rose produced his best putting performance of the season to date to win. So my hunt is for a ball-striker elite.,rickie fowler,positive
199,2016-04-26 01:47:47.780,Lo and behold... Rose produced his best putting performance of the season to date to win. So my hunt is for a ball-striker elite.,justin rose,positive
200,2016-04-26 01:52:41.989,"Way too early research, but think this could be the week Byeong-Hun An breaks through and wins in the States. #ZurichClassic",byeong hun,neutral
201,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",blayne barber,neutral
202,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",daniel berger,negative
203,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",erik compton,neutral
204,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",morgan hoffmann,positive
205,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",meen whee,neutral
206,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",cameron tringale,positive
207,2016-04-26 02:05:55.434,"Looks like a lot of first timers have had success @Zurich_Classic, here's your weekly historical #DraftKings points: https://t.co/MGoJpJEc8d",chesson hadley,neutral
208,2016-04-26 02:12:38.730,"Luke List 100/1 - made 6 of last 7 cuts with 5 top 30's. Top 50 in SG Tee to Green, Prox 200+, P5 Scoring and Scrambling. T31 here in 2013.",luke list,positive
209,2016-04-26 02:17:52.704,8 of the 10 winners at TPC Louisiana ended that season ranked 47th or better in Proximity from 200+ yards.,billy hurley,neutral
210,2016-04-26 02:17:52.704,8 of the 10 winners at TPC Louisiana ended that season ranked 47th or better in Proximity from 200+ yards.,jason gore,positive
211,2016-04-26 02:17:52.704,8 of the 10 winners at TPC Louisiana ended that season ranked 47th or better in Proximity from 200+ yards.,k.j. choi,positive
212,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",boo weekley,neutral
213,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",cameron tringale,positive
214,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",jason day,positive
215,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",daniel berger,negative
216,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",ricky barnes,neutral
217,2016-04-26 02:24:00.815,"Form, History, Trends &amp; Stats for the Zurich Classic: https://t.co/XtcTqUQpRX",justin rose,positive
218,2016-04-26 22:07:15.899,"Daniel Berger ($10,100) has three straight top-12 or better finishes plus the second lowest Recent Adj. Round Score (67.1) in Zurich field.",daniel berger,positive
219,2016-04-26 22:13:55.822,@JDayGolf in the field @Zurich_Classic this week. Last time a player ranked No. 1 competed here was 1999 when @david59duval shot 70-74 to MC,jason day,negative
220,2016-04-28 00:21:22.675,Ben Martin lines up nicely at TPC Louisiana... Searching for a Specialist: https://t.co/CERCTenpmk,ben martin,neutral
221,2016-04-28 00:56:45.959,@Daj5mg who would you take in OAD this week,daniel berger,neutral
222,2016-04-28 00:56:45.959,@Daj5mg who would you take in OAD this week,billy horschel,neutral
223,2016-04-28 01:26:08.912,@Daj5mg So who are the GPP punt plays.,keegan bradley,neutral
224,2016-04-28 01:26:08.912,@Daj5mg So who are the GPP punt plays.,scott stallings,neutral
225,2016-04-28 01:26:08.912,@Daj5mg So who are the GPP punt plays.,will wilcox,neutral
226,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,patrick reed,neutral
227,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,adam scott,neutral
228,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,dustin johnson,negative
229,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,hideki matsuyama,positive
230,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,daniel berger,positive
231,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,jason bohn,neutral
232,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,rory mcilroy,positive
233,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,phil mickelson,positive
234,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,ryan moore,neutral
235,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,henrik stenson,positive
236,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,gary woodland,positive
237,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,charles howell,neutral
238,2016-05-03 02:55:04.128,#PGATour My Wells Fargo sheet isnow updated with today's results: https://t.co/KerIwyTu6r,kevin streelman,neutral
239,2016-05-03 10:52:55.727,Great laying opportunity on Betfair for McIlroy at 5.6. Stan James going 5/1 which is still a bit short #WellsFargoChamp,rory mcilroy,positive
240,2016-05-03 10:54:27.251,"Obviously a step up in class but Lovemark at 66/1 seems generous. 2nd in P4 Efficiency 450-500. 4th P5 Scoring. Mega long, solid short game.",jamie lovemark,positive
241,2016-05-03 10:55:47.907,He's got a winning chance obviously but McIlroy is a baaaad price this week #WellsFargoChamp,rory mcilroy,positive
242,2016-05-03 10:59:02.413,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",ryan moore,neutral
243,2016-05-03 10:59:02.413,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",phil mickelson,positive
244,2016-05-03 10:59:02.413,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",rory mcilroy,positive
245,2016-05-03 10:59:02.413,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",branden grace,neutral
246,2016-05-03 10:59:02.413,"R&amp;FO - Chapman - Quail - 4 win McIlroy, 1ew R Fowler, 1ew Grace, 1ew Moore 1ew Mickelson - no prices up yet, and Grace is a non-starter",rickie fowler,positive
247,2016-05-03 11:04:50.466,McIlroy played Quail Hollow’s 16 par fives this week in 13-under-par in 2015.,rory mcilroy,positive
248,2016-05-03 13:35:57.938,Here's my preview of the Wells Fargo Championship - https://t.co/OYYe0q5DjL,justin thomas,neutral
249,2016-05-04 13:29:59.554,Jim Furyk makes his return to the Tour this week and loves Quail Hollow. Caution. https://t.co/dzQNgq3S7i,jim furyk,neutral
250,2016-05-04 13:49:16.056,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",rory mcilroy,neutral
251,2016-05-04 13:49:16.056,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",kevin chappell,positive
252,2016-05-04 13:49:16.056,"Racing Post Selections - Steve Palmer - Wells Fargo - 4pts win McIlroy 9/2, 2ew Matsuyama 25/1, 1ew Chappell 45/1",hideki matsuyama,neutral
253,2016-05-04 15:08:23.421,High end #PGA players to get into your #DFS lineup(s) this week: 5. Rose 4. Holmes 3. Fowler 2. Matsuyama 1. https://t.co/DrA3kMPBM7,j.b. holmes,neutral
254,2016-05-04 15:08:23.421,High end #PGA players to get into your #DFS lineup(s) this week: 5. Rose 4. Holmes 3. Fowler 2. Matsuyama 1. https://t.co/DrA3kMPBM7,rickie fowler,neutral
255,2016-05-04 15:08:23.421,High end #PGA players to get into your #DFS lineup(s) this week: 5. Rose 4. Holmes 3. Fowler 2. Matsuyama 1. https://t.co/DrA3kMPBM7,hideki matsuyama,neutral
256,2016-05-04 15:08:23.421,High end #PGA players to get into your #DFS lineup(s) this week: 5. Rose 4. Holmes 3. Fowler 2. Matsuyama 1. https://t.co/DrA3kMPBM7,justin rose,positive
257,2016-05-04 15:08:23.421,High end #PGA players to get into your #DFS lineup(s) this week: 5. Rose 4. Holmes 3. Fowler 2. Matsuyama 1. https://t.co/DrA3kMPBM7,rory mcilroy,neutral
258,2016-05-04 17:31:24.783,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,hideki matsuyama,neutral
259,2016-05-04 17:31:24.783,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,kevin chappell,positive
260,2016-05-04 17:31:24.783,Selections for the #WellsFargoChamp 4 pts win R McIllroy 9/2 1.5pts e/w H Matsuyama 25/1 1pt e/w K Chappell 50/1 Preview available by email,rory mcilroy,neutral
261,2016-05-04 18:24:56.316,Rory McIlroy has played just 18 holes of golf since the Masters. #PGATOUR https://t.co/XHbQlpqvSL,rory mcilroy,neutral
262,2016-05-05 00:35:19.014,Going with @PRodgersGolf at 84/1 in the #WellsFargoChamp. Rodgers has the power for Quail Hollow where he was second on debut last year,patrick rodgers,neutral
263,2016-05-09 21:16:58.385,Gone with @dlingmerth at 100/1 in the @THEPLAYERSChamp. Has form at Pete Dye courses and was second on his debut at Sawgrass in 2013,david lingmerth,positive
264,2016-05-09 21:45:43.754,Backed @Chris_Kirk_ at 100/1 in the #PlayersChamp. Kirk is running back into form again and has improving record at Sawgrass. 13th last year,chris kirk,positive
265,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,russell knox,positive
266,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,martin kaymer,neutral
267,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,david hearn,neutral
268,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,branden grace,positive
269,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,sergio garcia,positive
270,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,hideki matsuyama,positive
271,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,zach johnson,positive
272,2016-05-09 23:53:35.102,Historic DraftKings Points for @THEPLAYERSChamp are live! https://t.co/MGoJpJEc8d,henrik stenson,positive
273,2016-05-09 23:58:53.493,Jason Day shot 81 in the 2nd round here last year. Ouch.,jason day,neutral
274,2016-05-10 00:35:41.892,Player with the most top-10s on Pete Dye-designed courses on #PGATour over last 10 years: @LukeDonald with 11.,luke donald,positive
275,2016-05-10 00:43:06.223,"Is this one of the few weeks of the year, considering Spieth's play and his MC last year, that he could be a savory ""buy low"" pick?",jordan spieth,positive
276,2016-05-10 00:53:59.861,"Remember, the Junior PLAYERS Championship is also held at TPC Sawgrass - Here is the 2010 leader board - https://t.co/4r6AfcHyYK",patrick rodgers,neutral
277,2016-05-10 00:53:59.861,"Remember, the Junior PLAYERS Championship is also held at TPC Sawgrass - Here is the 2010 leader board - https://t.co/4r6AfcHyYK",emiliano grillo,positive
278,2016-05-10 00:53:59.861,"Remember, the Junior PLAYERS Championship is also held at TPC Sawgrass - Here is the 2010 leader board - https://t.co/4r6AfcHyYK",daniel berger,neutral
279,2016-05-10 00:53:59.861,"Remember, the Junior PLAYERS Championship is also held at TPC Sawgrass - Here is the 2010 leader board - https://t.co/4r6AfcHyYK",jordan spieth,positive
280,2016-05-10 01:21:56.111,"Since 2003, Marc Leishman is the GIR leader at the 17th hole, 20 attempts (min 8 attempts)",marc leishman,neutral
281,2016-05-10 01:22:54.577,Sergio has the longest consecutive cut streak at The Players - 12,sergio garcia,positive
282,2016-05-10 01:28:18.059,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,zach johnson,positive
283,2016-05-10 01:28:18.059,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,russell knox,positive
284,2016-05-10 01:28:18.059,Grace (45/1) Z. Johnson (66/1) and Knox (90/1) ew 7 places 1/4 for the player's. Maybe Mcilroy if windsor goes well tonight .,branden grace,positive
285,2016-05-10 01:29:40.091,@gfienberg17 Matthew Fitzpatrick at 151-1 caught my eye.,matthew fitzpatrick,positive
286,2016-05-10 02:01:53.500,DJ and Bubba have made a combined 15 starts at The Players - their best finish is T34.,dustin johnson,negative
287,2016-05-10 02:01:53.500,DJ and Bubba have made a combined 15 starts at The Players - their best finish is T34.,bubba watson,negative
