Unnamed: 0,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted
180,54:11.4,Backed @BillyHo_Golf at 66/1 in the #PlayersChampionship. Horschel is rounding into form nicely and has progressive form at Sawgrass,1,neutral,billy horschel,positive
181,01:17.7,"@gfienberg17 Do you like Sergio as OAD play? Rory, Speith, are others I can take but fig can use elsewhere",11,neutral,jordan spieth,neutral
182,12:22.4,No defending champion at @TPCSawgrass has ever finished better than tied for 5th. #THEPlayers #LiveFrom,11,neutral,rickie fowler,neutral
183,47:22.5,McIlroy is looking ok at 9.8. Solid course form and good Sunday showing showed his wellbeing,1,negative,rory mcilroy,positive
184,56:13.2,".@TheSergioGarcia has 16 rounds in the 60s at @THEPLAYERSChamp over the last 10 years, 5 more than any other player.",1,positive,sergio garcia,positive
185,08:52.3,Who are your 2 fav sub $7K DK plays this week for THE PLAYERS? Me: Grillo &amp; Hearn,1,positive,emiliano grillo,positive
186,08:52.3,Who are your 2 fav sub $7K DK plays this week for THE PLAYERS? Me: Grillo &amp; Hearn,1,neutral,david hearn,positive
187,14:44.6,Value play of the week: Francesco Molinari hell he might even win this week,1,positive,edoardo molinari,positive
188,43:41.5,Field note: Webb Simpson withdrew from The Players Championship on Wednesday.,111,neutral,webb simpson,negative
189,47:07.0,"Since @THEPLAYERSChamp moved to May in 2007, no reigning Masters champ has finished better than T14 (Cabrera in 2009).",111,neutral,danny willett,negative
190,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,aaron baddeley,neutral
191,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,lucas glover,neutral
192,37:43.5,"Former U.S. Open champ Webb Simpson has withdrawn from @THEPLAYERSChamp. Aaron Baddeley now in, Lucas Glover now first alternate.",11,neutral,webb simpson,neutral
193,39:51.1,"Matt Fitzpatrick has dropped caddie Tom Ridley, and gone back to his old one Lorne Duncan. (via @GolfBetting12 &amp; @BleedTourMore)",11,neutral,matthew fitzpatrick,neutral
194,42:12.2,.@McIlroyRory is 36-under on the back nine at @TPCSawgrass over the last 3 @THEPLAYERSChamp - 20 shots better than anyone else in that span.,1,neutral,rory mcilroy,positive
195,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,david lingmerth,positive
196,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,russell henley,positive
197,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,billy horschel,positive
198,45:21.9,Racing Post Selections-Steve Palmer- Players 1.5ew Horschel (66) 1.5ew Z Johnson (66) 1ew Knox (100) 1ew Lingmerth (125) 0.5ew Henley (150),1,neutral,zach johnson,positive
199,04:42.8,"Despite a MC &amp; T41 finish in his last two events, Paul Casey's Recent Adj. Round (68.8) and Long-Term Adj. Round (69.1) scores are similar.",1,negative,paul casey,positive
200,07:40.2,"Daniel Berger ($8,000) has the sixth-lowest Recent Adjusted Round Score (67.8) and eighth-highest Recent GIR% (68.8%) in The Players field.",1,neutral,daniel berger,positive
201,24:38.0,@gfienberg17 40-1! How can you not bet!,1,neutral,bubba watson,positive
202,26:03.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,russell knox,neutral
203,27:00.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,smylie kaufman,neutral
204,27:00.3,@Golfbumm4life @gfienberg17 @BovadaLV @ThePME I find myself giving the home state guys too much credit in FL and the Carolina's,11,neutral,chris kirk,neutral
205,29:11.6,@ThePME @gfienberg17 why are we so off Koepka this week?,111,neutral,brooks koepka,negative
206,30:44.8,Horschel at 65 is a tidy price #PlayersChamp,1,neutral,billy horschel,positive
207,06:37.0,Couldn't resist a few pounds on @Ben_Martin87 at 439/1 in #PlayersChampionship. Encouraging record in Florida including fourth on debut here,1,neutral,ben martin,positive
208,48:00.2,Matsuyama switched putters mid-tournament. Used new center-shafted putter with oversized grip on Thurs-Fri. Standard Anser-style today.,11,neutral,hideki matsuyama,neutral
209,03:21.2,@HitTheHighDraw I will take the premium with the money I will save by not rostering Keegan.,111,negative,keegan bradley,negative
210,33:43.7,Next field ▲ at the @attbyronnelson OUT @Michael__Putnam IN Frank Lickliter II (alternate),111,negative,michael putnam,negative
211,33:43.7,Next field ▲ at the @attbyronnelson OUT @Michael__Putnam IN Frank Lickliter II (alternate),11,neutral,frank lickliter,neutral
212,14:11.3,Betting Koepka (22-25) and Rodgers (100-115) this week.,1,neutral,patrick rodgers,positive
213,14:11.3,Betting Koepka (22-25) and Rodgers (100-115) this week.,1,positive,brooks koepka,positive
214,54:26.2,AT&amp;T Byron Nelson - Martin Flores 300/1. Yes please,1,neutral,martin flores,positive
215,15:51.6,I see it's gonna be a Keegan Bradley in cash games type of week. Scary but gotta stick to my #TeamCourseHistory roots.,1,negative,keegan bradley,positive
216,12:17.4,the last time brendon todd shot better than 70 was the second round of the NTO... he's played nine events since then,111,neutral,brendon todd,negative
217,18:07.7,"@futureoffantasy @FantasyGolfMan As a the VP of the Chez fan club, I would advise you not to based on my research. - David",111,neutral,chez reavie,negative
218,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,lance lopez,neutral
219,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,conrad shindler,neutral
220,32:03.1,"AT&amp;T Byron Nelson qualifiers: Jack Newman, Conrad Shindler, Lance Lopez and Kyle Robbins. Parker McLachlin, Austin Connelly lose in playoff.",11,neutral,jack newman,neutral
221,33:57.6,@FantasyGolfMan this is the first week he's popped for me but it's not encouraging that the Chez board members both say no. 😔,11,neutral,chez reavie,neutral
222,35:56.5,@DailySportsGeek @The_WinningEdge I'll be playing 100% of him. This is basically his home course. Good current form and course history.,1,neutral,danny lee,positive
223,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,positive,brooks koepka,positive
224,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,danny lee,positive
225,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,martin flores,positive
226,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,ryan palmer,positive
227,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,neutral,scott piercy,positive
228,53:45.4,"Early bets for Byron Nelson: Brooks Koepka Ryan Palmer Danny Lee Scott Piercy Loupe Fiasco Martin Flores What say you, @NYCPunter ???",1,positive,andrew loupe,positive
229,07:51.2,"@Packfan990 lol don't worry, people will flock to Finau at $8,100 and Keegan at $7,900.",1,neutral,tony finau,positive
230,07:51.2,"@Packfan990 lol don't worry, people will flock to Finau at $8,100 and Keegan at $7,900.",1,neutral,keegan bradley,positive
231,28:34.5,Field ▲ at @attbyronnelson: OUT Miguel Angel Carballo (@John_Rollins also WD as an ALT to play @BMWCharityProAm) IN @GregChalmersPGA (ALT),11,neutral,greg chalmers,neutral
232,28:34.5,Field ▲ at @attbyronnelson: OUT Miguel Angel Carballo (@John_Rollins also WD as an ALT to play @BMWCharityProAm) IN @GregChalmersPGA (ALT),111,neutral,miguel angel,negative
233,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,jerry kelly,positive
234,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,jon curran,positive
235,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,martin flores,positive
236,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,brice garnett,positive
237,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,j.j. henry,positive
238,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,luke list,positive
239,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,chad campbell,positive
240,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,greg owen,positive
241,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,positive,tim wilkinson,positive
242,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,tyrone van,positive
243,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,hudson swafford,positive
244,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,andrew loupe,positive
245,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,martin piller,positive
246,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,chez reavie,positive
247,01:32.2,Two fav DK play under $7K? I’ll go Loupe (obv) &amp; Cam Percy. YOUUUU?????,1,neutral,cameron percy,positive
248,03:58.5,"#byronnelson Some lower tier players our numbers say are worth consideration this week- Hubbard, Pinckney, Toms, Curran, Aiken #DFS #PGA",1,neutral,thomas aiken,positive
249,03:58.5,"#byronnelson Some lower tier players our numbers say are worth consideration this week- Hubbard, Pinckney, Toms, Curran, Aiken #DFS #PGA",1,neutral,jon curran,positive
250,03:58.5,"#byronnelson Some lower tier players our numbers say are worth consideration this week- Hubbard, Pinckney, Toms, Curran, Aiken #DFS #PGA",1,neutral,david toms,positive
251,03:58.5,"#byronnelson Some lower tier players our numbers say are worth consideration this week- Hubbard, Pinckney, Toms, Curran, Aiken #DFS #PGA",1,neutral,scott pinckney,positive
252,03:58.5,"#byronnelson Some lower tier players our numbers say are worth consideration this week- Hubbard, Pinckney, Toms, Curran, Aiken #DFS #PGA",1,neutral,mark hubbard,positive
253,05:08.6,Whee Kim a cracking price at 520 #byronnelson,1,neutral,meen whee,positive
254,09:33.6,"Discrediting Finau's win at PRO bc of a weak field is poor analysis. It was his 1st win in his 2nd year on Tour, still beat 150+ players",1,neutral,tony finau,positive
255,43:03.5,Think Jonas Blixt could contend at 80/1 in the @attbyronnelson. Blixt popped up on @THEPLAYERSChamp leaderboard and was 3rd here in 2012,1,neutral,jonas blixt,positive
256,09:03.6,"Brendon Todd &amp; Mike Weir, who finished 1-2 at Nelson in 2014, playing together Thu/Fri. They've combined to miss 34 cuts in a row.",111,neutral,brendon todd,negative
257,09:03.6,"Brendon Todd &amp; Mike Weir, who finished 1-2 at Nelson in 2014, playing together Thu/Fri. They've combined to miss 34 cuts in a row.",111,neutral,mike weir,negative
258,06:45.8,"Byron Nelson bets: D Lee 55/1, B DeChambeau 66/1, L Glover 125/1, A Hadwin 250/1, M Piller 250/1, M Flores 300/1",1,neutral,martin piller,positive
259,06:45.8,"Byron Nelson bets: D Lee 55/1, B DeChambeau 66/1, L Glover 125/1, A Hadwin 250/1, M Piller 250/1, M Flores 300/1",1,positive,danny lee,positive
260,06:45.8,"Byron Nelson bets: D Lee 55/1, B DeChambeau 66/1, L Glover 125/1, A Hadwin 250/1, M Piller 250/1, M Flores 300/1",1,neutral,lucas glover,positive
261,06:45.8,"Byron Nelson bets: D Lee 55/1, B DeChambeau 66/1, L Glover 125/1, A Hadwin 250/1, M Piller 250/1, M Flores 300/1",1,neutral,martin flores,positive
262,06:45.8,"Byron Nelson bets: D Lee 55/1, B DeChambeau 66/1, L Glover 125/1, A Hadwin 250/1, M Piller 250/1, M Flores 300/1",1,neutral,bryson dechambeau,positive
263,01:15.4,Jordan Spieth results after a MC since 2013 PGA champ: 2013 T2 2014: T19 T2 (after Players) MC T22 2015: T7 T2 T13 T17 ???,11,neutral,jordan spieth,neutral
264,14:35.2,"Despite below avg recent form (MC, T57, T42, WD, T17, MC), Harris English is tied for seventh in LT Adj. Round (69.6) in Byron Nelson field.",1,neutral,harris english,positive
265,16:34.2,"Louis Oosthuizen ($9,900) is third in Recent Adjusted Round (67.8) and fourth in Recent GIR% (69.4%) in the Byron Nelson field.",1,neutral,louis oosthuizen,positive
266,30:30.5,"Golf Paper - Platts - Byron Nelson - 2win Spieth (15/2), 1win (D Johnson (9), 0.5ew Palmer (45), 0.5ew Kuchar (20)",1,neutral,ryan palmer,positive
267,30:30.5,"Golf Paper - Platts - Byron Nelson - 2win Spieth (15/2), 1win (D Johnson (9), 0.5ew Palmer (45), 0.5ew Kuchar (20)",1,neutral,dustin johnson,positive
268,30:30.5,"Golf Paper - Platts - Byron Nelson - 2win Spieth (15/2), 1win (D Johnson (9), 0.5ew Palmer (45), 0.5ew Kuchar (20)",1,neutral,matt kuchar,positive
269,30:30.5,"Golf Paper - Platts - Byron Nelson - 2win Spieth (15/2), 1win (D Johnson (9), 0.5ew Palmer (45), 0.5ew Kuchar (20)",1,neutral,jordan spieth,positive
270,36:03.7,"@DailySportsGeek why not Garcia, Kuchar, or Hoffman? All 5 rank well for me",1,neutral,matt kuchar,positive
271,36:03.7,"@DailySportsGeek why not Garcia, Kuchar, or Hoffman? All 5 rank well for me",1,neutral,jordan spieth,positive
272,36:03.7,"@DailySportsGeek why not Garcia, Kuchar, or Hoffman? All 5 rank well for me",1,neutral,dustin johnson,positive
273,36:03.7,"@DailySportsGeek why not Garcia, Kuchar, or Hoffman? All 5 rank well for me",1,neutral,charley hoffman,positive
274,36:03.7,"@DailySportsGeek why not Garcia, Kuchar, or Hoffman? All 5 rank well for me",1,neutral,sergio garcia,positive
275,39:42.9,I'm going to throw this out there just so it's in writing. D.J. Trahan projects #3 in my model...It's not an error. 🤔,1,neutral,d.j. trahan,positive
276,42:48.3,@DailySportsGeek I'll own a tiny bit of Zalatoris this week and will include him in my writeup...very solid 19 year old college prospect,1,neutral,will zalatoris,positive
277,19:53.8,"Taking my old friend Kelly Kraft at 1000 on betfair for Byron Nelson. Played out of SMU just along the road, as did Bryson. Love a local tie",1,neutral,kelly kraft,positive
278,19:53.8,"Taking my old friend Kelly Kraft at 1000 on betfair for Byron Nelson. Played out of SMU just along the road, as did Bryson. Love a local tie",1,neutral,bryson dechambeau,positive
279,56:22.1,@EmpireMaker2 course history says you gotta play them,1,neutral,brendon todd,positive
280,56:22.1,@EmpireMaker2 course history says you gotta play them,1,neutral,steven bowditch,positive
281,41:51.3,Best cumulative score to par at @attbyronnelson last 5 years: @Keegan_Bradley -27 @RyanPalmerPGA -23 @JasonDufner -22 @GrahamDeLaet -21,1,neutral,keegan bradley,positive
282,41:51.3,Best cumulative score to par at @attbyronnelson last 5 years: @Keegan_Bradley -27 @RyanPalmerPGA -23 @JasonDufner -22 @GrahamDeLaet -21,1,neutral,graham delaet,positive
283,41:51.3,Best cumulative score to par at @attbyronnelson last 5 years: @Keegan_Bradley -27 @RyanPalmerPGA -23 @JasonDufner -22 @GrahamDeLaet -21,1,neutral,jason dufner,positive
284,41:51.3,Best cumulative score to par at @attbyronnelson last 5 years: @Keegan_Bradley -27 @RyanPalmerPGA -23 @JasonDufner -22 @GrahamDeLaet -21,1,neutral,ryan palmer,positive
285,48:57.7,Spieth looks big at 3.25 #ByronNelson,1,neutral,jordan spieth,positive
286,40:40.9,If ur not backing Chappie (a ball striker who's so close to winning he can taste it) at the D&amp;D (a ball strikers course) ur doing it wrong,1,neutral,kevin chappell,positive
287,44:17.2,"@futureoffantasy I probably roster Spieth less than almost anyone, and have never bet him. Just might take the plunge this week.",1,neutral,jordan spieth,positive
